,elec_tra,elec_tes,elec,HAZURE
0,,,2555.0,0
1,,,2433.0,0
2,,,2393.0,0
3,,,2375.0,0
4,,,2390.0,0
5,,,2467.0,0
6,,,2631.0,1
7,,,2775.0,1
8,,,2965.0,1
9,,,3159.0,1
10,,,3211.0,1
11,,,3265.0,1
12,,,3160.0,0
13,,,3288.0,0
14,,,3361.0,0
15,,,3362.0,0
16,,,3406.0,0
17,,,3438.0,0
18,,,3501.0,0
19,,,3381.0,0
20,,,3242.0,0
21,,,3084.0,0
22,,,2973.0,0
23,,,2811.0,1
24,,,2613.0,1
25,,,2492.0,1
26,,,2431.0,1
27,,,2403.0,1
28,,,2390.0,1
29,,,2432.0,0
30,,,2543.0,0
31,,,2734.0,0
32,,,3019.0,0
33,,,3225.0,1
34,,,3258.0,1
35,,,3239.0,0
36,,,3167.0,0
37,,,3112.0,0
38,,,3049.0,0
39,,,3043.0,0
40,,,3098.0,0
41,,,3216.0,0
42,,,3328.0,0
43,,,3276.0,0
44,,,3173.0,0
45,,,3007.0,0
46,,,2856.0,0
47,,,2674.0,1
48,,,2455.0,1
49,,,2325.0,1
50,,,2280.0,1
51,,,2265.0,1
52,,,2253.0,1
53,,,2276.0,0
54,,,2330.0,0
55,,,2493.0,0
56,,,2700.0,0
57,,,2832.0,0
58,,,2835.0,0
59,,,2833.0,0
60,,,2820.0,0
61,,,2738.0,0
62,,,2694.0,0
63,,,2684.0,0
64,,,2755.0,0
65,,,2920.0,0
66,,,3132.0,1
67,,,3114.0,1
68,,,3020.0,0
69,,,2860.0,0
70,,,2690.0,0
71,,,2494.0,1
72,,,2304.0,1
73,,,2206.0,1
74,,,2179.0,1
75,,,2189.0,1
76,,,2216.0,0
77,,,2320.0,0
78,,,2528.0,0
79,,,2835.0,0
80,,,3168.0,1
81,,,3418.0,1
82,,,3480.0,1
83,,,3422.0,1
84,,,3200.0,0
85,,,3323.0,0
86,,,3322.0,0
87,,,3312.0,0
88,,,3349.0,0
89,,,3346.0,0
90,,,3436.0,0
91,,,3337.0,0
92,,,3213.0,0
93,,,3067.0,0
94,,,2982.0,0
95,,,2797.0,0
96,,,2551.0,1
97,,,2427.0,1
98,,,2392.0,1
99,,,2380.0,1
100,,,2415.0,0
101,,,2524.0,0
102,,,2767.0,0
103,,,3056.0,0
104,,,3400.0,1
105,,,3678.0,1
106,,,3747.0,1
107,,,3727.0,1
108,,,3532.0,0
109,,,3670.0,0
110,,,3640.0,0
111,,,3589.0,0
112,,,3579.0,0
113,,,3579.0,0
114,,,3664.0,0
115,,,3559.0,0
116,,,3414.0,0
117,,,3234.0,0
118,,,3135.0,0
119,,,2913.0,1
120,,,2634.0,1
121,,,2496.0,1
122,,,2451.0,1
123,,,2440.0,1
124,,,2478.0,0
125,,,2593.0,0
126,,,2787.0,0
127,,,2955.0,0
128,,,3143.0,0
129,,,3301.0,0
130,,,3304.0,0
131,,,3276.0,0
132,,,3106.0,0
133,,,3216.0,0
134,,,3282.0,0
135,,,3258.0,0
136,,,3270.0,0
137,,,3262.0,0
138,,,3392.0,0
139,,,3319.0,0
140,,,3206.0,0
141,,,3055.0,0
142,,,2948.0,0
143,,,2746.0,1
144,,,2512.0,1
145,,,2387.0,1
146,,,2349.0,1
147,,,2344.0,1
148,,,2367.0,0
149,,,2462.0,0
150,,,2695.0,0
151,,,3010.0,0
152,,,3362.0,1
153,,,3656.0,1
154,,,3764.0,1
155,,,3787.9998,1
156,,,3629.0,0
157,,,3740.0,0
158,,,3717.0,0
159,,,3656.0,0
160,,,3654.0,0
161,,,3605.0,0
162,,,3637.0,0
163,,,3498.0,0
164,,,3334.0,0
165,,,3161.0,0
166,,,3008.0,0
167,,,2790.0,1
168,2561.8608,,2557.0,1
169,2435.4192,,2440.0,1
170,2403.3867,,2403.0,1
171,2407.281,,2389.0,1
172,2415.277,,2418.0,0
173,2499.1477,,2488.0,0
174,2630.3252,,2652.0,0
175,2850.449,,2828.0,0
176,3085.145,,3070.0,0
177,3273.6267,,3270.0,0
178,3286.2458,,3340.0,0
179,3308.1882,,3301.0,0
180,3175.9314,,3153.0,0
181,3249.8567,,3319.0,0
182,3316.7544,,3308.0,0
183,3278.0579,,3274.0,0
184,3287.6174,,3274.0,0
185,3280.098,,3255.0,0
186,3375.8545,,3337.0,0
187,3263.2993,,3240.0,0
188,3117.1394,,3118.0,0
189,2964.3237,,2982.0,0
190,2864.518,,2883.0,0
191,2709.003,,2709.0,1
192,2500.2231,,2484.0,1
193,2367.4534,,2369.0,1
194,2325.06,,2336.0,1
195,2328.408,,2328.0,1
196,2335.6213,,2327.0,0
197,2346.2563,,2334.0,0
198,2387.7556,,2361.0,0
199,2479.8643,,2473.0,0
200,2662.7341,,2637.0,0
201,2795.3623,,2765.0,0
202,2799.2642,,2805.0,0
203,2793.8599,,2822.0,0
204,2749.9106,,2777.0,0
205,2821.4595,,2850.0,0
206,2846.8013,,2838.0,0
207,2818.0918,,2814.0,0
208,2830.3538,,2815.0,0
209,2890.2224,,2876.0,0
210,3049.1338,,3053.0,1
211,3043.9524,,3019.0,0
212,2934.4148,,2927.0,0
213,2793.874,,2764.0,0
214,2643.4263,,2666.0,0
215,2507.7244,,2516.0,1
216,2338.4253,,2347.0,1
