,elec_tra,elec_tes,elec
0,,,71626.0
1,,,69778.0
2,,,63798.0
3,,,70949.0
4,,,76572.0
5,,,71918.0
6,,,76125.0
7,,,71008.0
8,,,63956.0
9,,,60860.0
10,,,71974.0
11,,,75294.0
12,71640.7,,74426.0
13,71793.484,,73648.0
14,71133.77,,71072.0
15,63039.832,,65128.996
16,65430.72,,62243.004
17,70606.74,,69346.0
18,69882.516,,69886.0
19,66883.016,,70374.0
20,68306.07,,72467.0
21,69957.516,,71650.0
22,64707.977,,65648.0
23,62436.67,,61722.0
24,68588.24,,69337.0
25,69162.95,,72682.0
26,70259.64,,72122.0
27,70858.17,,72332.0
28,69198.33,,63947.996
29,57381.965,,61786.0
30,60863.402,,58282.004
31,63344.715,,63474.0
32,65461.492,,58982.996
33,58472.0,,58690.0
34,59339.754,,58930.0
35,59475.758,,65718.0
36,63087.71,,65133.0
37,63083.76,,60611.996
38,62936.613,,69554.0
39,68614.14,,72401.0
40,72754.48,,73217.0
41,74749.57,,73195.0
42,74789.29,,73783.0
43,67111.57,,66058.0
44,59036.824,,61356.0
45,65378.246,,70647.0
46,70026.4,,73343.0
47,69786.97,,72231.0
48,72040.875,,71937.0
49,69375.1,,70976.0
50,64487.996,,65751.0
51,63094.215,,62838.996
52,70467.33,,74517.0
53,77628.47,,78288.0
54,74712.266,,76192.0
55,71073.92,,76618.0
56,72779.2,,73033.0
57,66327.28,,64455.996
58,63005.41,,60987.004
59,68141.89,,69516.0
60,71489.0,,71196.0
61,69580.03,,70825.0
62,68959.55,,70304.0
63,68555.59,,70214.0
64,64689.848,,65344.0
65,63692.516,,59785.004
66,67508.53,,69678.0
67,70544.195,,72071.0
68,69224.53,,73539.0
69,70899.81,,74555.0
70,70943.47,,75644.0
71,67800.97,,68034.0
72,61942.582,,64572.0
73,70308.42,,72350.0
74,73077.38,,73759.0
75,69617.01,,72861.0
76,70137.22,,74250.0
77,71690.45,,77900.0
78,70873.89,,72069.0
79,67987.625,,66144.0
80,72046.19,,79664.0
81,79160.86,,78933.0
82,75647.984,,77168.0
83,72069.88,,78029.0
84,76823.41,,76065.0
85,70373.87,,71671.0
86,68939.484,,67188.0
87,74585.4,,77476.0
88,76382.93,,74806.0
89,73388.516,,74863.0
90,74247.51,,75909.0
91,72753.79,,80622.0
92,74975.36,,76417.0
93,73129.97,,78475.0
94,80333.14,,89812.0
95,85121.86,,78213.0
96,70089.25,,78125.0
97,75978.45,,88051.0
98,85079.11,,82639.0
99,73144.69,,69921.0
100,70741.016,,71667.0
101,77171.31,,87564.0
102,80953.984,,88043.0
103,82713.89,,85886.0
104,85207.59,,88895.0
105,82408.91,,79415.0
106,70125.83,,70477.0
107,73577.83,,70417.0
108,77031.88,,81184.0
109,81080.02,,89968.0
110,85591.05,,86684.0
111,83491.81,,78846.0
112,73874.086,,75158.0
113,70306.875,,66837.0
114,67758.875,,65281.0
115,72959.55,,76865.0
116,81137.92,,77843.0
117,75590.95,,77976.0
118,72300.93,,83408.0
119,80061.92,,86012.0
120,77092.8,,79628.0
121,76746.27,,75648.0
122,80330.73,,87434.0
123,84629.016,,87793.0
124,82981.33,,88785.0
125,85670.83,,92312.0
126,87902.99,,94404.0
127,85335.46,,88254.0
128,80914.53,,81528.0
129,85456.65,,90967.0
130,89144.97,,99197.0
131,95641.99,,94296.0
132,90074.13,,79806.0
133,79692.99,,80439.0
134,77947.766,,72934.0
135,68717.91,,67836.0
136,73944.75,,73116.0
137,80591.69,,78216.0
138,78780.58,,86580.0
139,80096.76,,86061.0
140,82262.59,,86933.0
141,79146.16,,77807.0
142,73609.51,,77758.0
143,80450.48,,84069.0
144,82154.53,,87429.0
145,85203.66,,87015.0
146,83642.305,,91617.0
147,88341.97,,92323.0
148,83764.85,,74596.0
149,69972.84,,65597.0
150,69768.6,,81713.0
151,81903.58,,81689.0
152,78745.46,,81745.0
153,83080.71,,84812.0
154,84102.93,,86185.0
155,75668.17,,79681.0
156,74597.27,,74388.0
157,83303.73,,90002.0
158,88496.8,,93688.0
159,89808.0,,89980.0
160,85208.94,,87702.0
161,83882.21,,88021.0
162,80571.36,,78366.0
163,72959.35,,68188.0
164,75588.78,,78796.0
165,81936.52,,78794.0
166,76602.28,,77790.0
167,76903.125,,81374.0
168,80210.31,,78457.0
169,71331.695,,74716.0
170,70359.016,,68633.0
171,74884.734,,69972.0
172,72536.87,,74615.0
173,73068.72,,73270.0
174,73499.02,,70881.0
175,69283.1,,75288.0
176,71884.93,,69927.0
177,64518.48,,66522.0
178,67606.41,,80030.0
179,81266.08,,84095.0
180,79766.59,,85638.0
181,82211.26,,82223.0
182,76799.11,,73950.0
183,66787.32,,67459.0
184,62571.8,,65988.0
185,72050.95,,76847.0
186,76225.4,,80875.0
187,79145.03,,77983.0
188,73903.625,,81325.0
189,76064.055,,73437.0
190,67165.95,,68137.0
191,69457.37,,64376.0
192,74628.47,,63490.0
193,67301.58,,69408.0
194,68507.95,,70439.0
195,70442.45,,71302.0
196,68748.28,,70422.0
197,67196.73,,65038.996
198,63181.305,,61006.0
199,64303.766,,71179.0
200,73800.99,,73620.0
201,70249.38,,73329.0
202,70525.97,,73871.0
203,71117.87,,70818.0
204,64981.01,,65635.0
205,61546.35,,60889.0
206,68994.695,,68712.0
207,69636.7,,72143.0
208,69871.96,,72058.0
209,70432.08,,71041.0
210,67443.41,,74009.0
211,66414.41,,66843.0
212,60858.605,,65008.004
213,68566.086,,71290.0
214,72297.84,,74153.0
215,70114.93,,77102.0
216,76513.6,,70147.0
217,69475.94,,72700.0
218,66819.71,,67616.0
219,63804.824,,62774.0
220,64366.145,,73988.0
221,72664.13,,77800.0
222,75616.055,,79242.0
223,75508.44,,82622.0
224,78581.75,,83972.0
225,74142.44,,70071.0
226,61243.56,,65059.996
227,73331.59,,75367.0
228,76498.96,,75170.0
229,74604.12,,77313.0
230,78597.164,,76267.0
231,74872.37,,77198.0
232,68933.43,,75416.0
233,71830.21,,66016.0
234,73119.46,,77526.0
235,76629.91,,75699.0
236,74810.19,,76488.0
237,73886.75,,94780.0
238,90621.83,,89697.0
239,78938.03,,79231.0
240,69899.055,,72161.0
241,77721.24,,80811.0
242,75878.94,,82841.0
243,78359.516,,84329.0
244,85923.91,,83027.0
245,79678.945,,79953.0
246,73805.11,,74197.0
247,70588.75,,68716.0
248,72388.52,,76076.0
249,78485.414,,79928.0
250,79675.266,,85672.0
251,82369.61,,84691.0
252,76974.39,,81940.0
253,74254.4,,77929.0
254,71925.73,,75842.0
255,75578.22,,87266.0
256,85106.67,,86333.0
257,82890.83,,87452.0
258,83803.02,,89345.0
259,84188.016,,92184.0
260,84519.586,,83602.0
261,75783.5,,75957.0
262,78681.46,,83277.0
263,82399.17,,84186.0
264,80104.88,,82357.0
265,81337.73,,81965.0
266,79452.625,,73428.0
267,71019.29,,75507.0
268,72952.1,,74369.0
269,80883.58,,86334.0
270,83416.19,,82737.0
271,80762.34,,81063.0
272,77181.7,,78190.0
273,72780.39,,71973.0
274,69282.87,,67855.0
275,70859.555,,62234.004
276,69737.08,,63592.0
277,65395.844,,65242.996
278,66260.484,,71644.0
279,72189.19,,81938.0
280,78944.18,,88836.0
281,84216.02,,85318.0
282,78511.38,,83725.0
283,80775.31,,81743.0
284,78998.35,,86621.0
285,80616.41,,88357.0
286,86031.16,,90131.0
287,89724.445,,90085.0
288,85301.51,,90338.0
289,82744.04,,88008.0
290,82872.87,,97278.0
291,92676.35,,94044.0
292,87687.5,,93059.0
293,87228.91,,93116.0
294,91497.875,,100374.0
295,92126.195,,86144.0
296,79377.33,,78853.0
297,82964.1,,94202.0
298,94144.086,,98512.0
299,89825.03,,97141.0
300,91989.125,,94748.0
301,91238.19,,90792.0
302,83177.266,,80079.0
303,73696.234,,74984.0
304,82384.16,,80987.0
305,81464.56,,88426.0
306,88907.016,,88985.0
307,84202.68,,92452.0
308,87823.39,,89458.0
309,80344.98,,80233.0
310,76799.41,,78212.0
311,83682.21,,85371.0
312,84171.24,,91063.0
313,87548.4,,90545.0
314,86630.55,,99064.0
315,93025.61,,94774.0
316,82338.67,,85296.0
317,80782.78,,80389.0
318,84697.96,,90150.0
319,85035.49,,91315.0
320,86051.04,,89563.0
321,88262.17,,87272.0
322,83748.04,,80947.0
323,73015.36,,78656.0
324,76808.4,,75104.0
325,80591.766,,82895.0
326,83953.12,,87893.0
327,85589.586,,89133.0
328,84413.19,,83349.0
329,79908.19,,85497.0
330,81508.09,,77774.0
